age,weight-(kg),max-bpm,avg-bpm,resting-bpm,session-duration-(hours),workout-frequency-(days/week),experience-level,daily-meals-frequency,physical-exercise,sugar-g,sodium-mg,cholesterol-mg,serving-size-g,prep-time-min,cook-time-min,rating,pct-maxhr,gender_Male,workout-type_HIIT,workout-type_Strength,workout-type_Yoga,diet-type_Keto,diet-type_Low-Carb,diet-type_Paleo,diet-type_Vegan,diet-type_Vegetarian,cooking-method_Boiled,cooking-method_Fried,cooking-method_Grilled,cooking-method_Raw,cooking-method_Roasted,cooking-method_Steamed,split
32,85.65,178,123,69,1.76,4,3,3,0,16.76,1549,227,270.16,25,35,1.33,0.69,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test
23,83.62,179,130,71,1.78,4,3,3,0,8.28,2202,226,208.64,10,73,3.6,0.72,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,test
39,93.65,191,155,50,1.1,4,2,3,0,9.73,130,10,311.77,27,104,4.89,0.81,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test
35,99.76,189,147,73,1.33,3,1,3,0,3.8,653,68,459.98,58,63,2.22,0.78,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
25,41.6,193,144,64,1.49,4,2,2,0,41.32,2120,138,223.87,15,72,3.39,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
30,77.24,166,130,62,1.41,4,2,4,0,34.53,1205,250,356.6,30,15,3.14,0.78,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
41,82.32,185,139,61,1.69,4,3,3,0,9.26,2092,63,184.56,46,30,2.3,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
39,56.75,198,153,57,1.79,5,3,3,0,28.6,226,251,174.28,59,83,2.64,0.77,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,test
21,39.56,191,121,57,1.46,4,2,3,0,6.61,233,78,467.95,49,35,4.98,0.63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,test
33,75.65,181,141,72,1.18,4,2,3,1,37.21,2296,182,291.06,46,121,1.46,0.78,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
18,50.49,193,145,64,1.21,3,2,2,0,43.04,1154,53,174.84,6,96,3.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
40,74.24,160,136,51,1.07,4,2,3,1,37.97,1306,251,186.43,50,65,1.43,0.85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,test
50,88.7,163,133,72,1.56,4,3,4,1,33.38,1373,56,220.23,21,19,2.98,0.82,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,test
46,56.69,184,142,65,0.87,3,1,4,0,37.01,875,239,333.22,47,109,3.99,0.77,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
55,57.94,168,156,74,1.59,5,3,2,0,1.95,412,165,211.28,57,112,1.62,0.93,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
33,81.56,184,137,51,1.59,4,3,2,0,24.22,1200,43,373.69,39,52,1.9,0.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,test
41,63.72,173,169,62,1.42,3,2,2,0,31.3,1123,41,206.43,56,50,4.82,0.98,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
47,80.93,198,167,66,1.5,4,3,2,0,33.66,674,145,262.87,21,24,4.41,0.84,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
26,55.44,182,129,54,1.12,3,1,2,0,17.38,1986,268,116.64,45,18,4.2,0.71,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,test
56,53.03,169,155,53,1.11,3,2,3,1,37.58,2168,281,394.76,9,35,4.06,0.92,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
45,65.85,163,142,56,1.11,3,1,2,0,0.54,1424,252,106.7,6,99,3.19,0.87,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
57,75.84,161,131,60,0.69,3,1,3,0,28.42,1124,175,487.08,25,117,3.89,0.81,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
20,80.52,194,137,55,1.8,4,3,3,0,38.45,921,220,211.93,39,9,4.1,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
37,45.54,193,144,58,1.0,3,2,3,0,12.24,1195,6,344.44,58,119,3.22,0.74,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
54,78.18,198,145,73,1.12,4,2,4,0,47.23,708,94,406.94,51,104,2.51,0.73,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
19,43.37,177,122,69,1.08,2,1,3,0,40.65,151,269,168.86,36,78,3.62,0.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test
18,60.61,184,128,53,1.13,2,1,2,0,37.09,1814,266,493.1,40,109,1.94,0.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
42,55.0,167,165,62,1.67,5,3,3,1,15.28,94,232,418.9,34,42,3.31,0.99,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
18,66.92,193,127,63,1.07,3,2,2,1,5.37,1180,72,190.62,11,28,1.72,0.66,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
27,63.22,196,147,55,0.68,2,1,3,0,17.43,204,256,150.84,58,12,2.09,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,test
56,81.75,188,156,63,1.15,4,2,3,0,19.22,823,227,175.68,35,109,4.39,0.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
58,61.16,185,154,55,1.03,3,2,4,1,6.72,2206,253,370.18,51,85,2.84,0.83,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,test
53,86.67,171,163,51,1.75,5,3,2,1,16.23,1085,36,458.69,5,93,2.4,0.95,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
54,86.21,195,140,64,1.17,2,1,2,0,18.46,2374,282,260.28,50,89,1.9,0.72,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,test
19,56.32,178,138,70,0.61,3,1,3,1,41.5,1828,168,338.77,39,23,3.5,0.77,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
25,74.69,162,156,64,1.42,3,2,3,0,11.09,2010,47,188.74,29,83,4.87,0.96,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
19,101.26,179,142,58,1.37,3,2,2,0,10.29,2166,105,123.49,5,68,1.48,0.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,test
51,70.63,181,164,67,1.03,3,2,3,1,26.09,128,282,338.41,43,23,4.58,0.91,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
21,88.95,175,161,69,1.88,5,3,4,1,26.04,262,275,430.45,34,35,3.09,0.92,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
44,94.43,170,120,67,1.26,4,2,4,1,44.02,1371,178,337.33,18,20,3.21,0.71,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
52,84.09,165,137,69,1.67,5,3,2,0,8.31,1579,82,152.89,10,87,4.32,0.83,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
39,85.53,163,140,61,0.76,2,1,2,0,28.5,1332,293,182.42,49,105,1.98,0.86,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,test
30,79.67,181,166,66,1.25,4,2,2,0,30.6,1790,150,488.64,29,72,3.21,0.92,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
51,101.98,192,130,59,1.21,2,1,4,0,8.85,1121,92,282.99,43,95,1.3,0.67,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,test
56,125.58,197,129,64,0.99,3,2,3,0,39.79,1310,252,313.71,47,14,2.85,0.65,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
19,76.09,197,133,53,1.43,4,2,4,0,14.79,385,277,253.58,35,113,2.42,0.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test
20,96.54,161,151,62,1.26,3,1,4,0,6.84,1426,179,388.48,54,70,1.7,0.94,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
45,72.65,188,161,64,1.32,4,2,3,0,35.75,1209,27,116.82,21,75,3.78,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
58,90.0,199,150,55,0.9,2,1,3,0,7.25,203,60,480.37,58,45,3.78,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
53,75.8,194,154,60,0.98,3,1,4,0,16.56,1706,213,232.06,35,11,0.99,0.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,test
51,65.1,188,139,53,1.26,4,2,3,0,33.83,335,151,320.37,11,45,1.29,0.74,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test
32,104.71,184,143,72,0.57,3,1,3,0,47.04,1001,60,448.42,46,108,1.12,0.78,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
45,54.88,194,161,73,0.9,2,1,2,0,1.32,1686,120,244.72,57,8,4.24,0.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,test
18,55.12,176,158,71,1.28,4,2,4,0,19.11,1402,131,421.19,31,108,4.3,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
47,40.26,173,132,63,0.79,3,1,4,0,11.32,2255,78,268.08,14,40,2.58,0.76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test
42,73.46,188,136,68,0.53,3,1,3,0,31.16,177,0,269.25,60,61,2.4,0.73,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
41,64.91,161,166,67,1.1,3,2,3,0,19.33,1730,40,418.35,47,66,4.62,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,test
44,72.69,176,152,55,1.4,2,1,3,1,39.93,792,91,490.06,49,60,2.88,0.86,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
50,70.71,178,139,54,1.39,3,1,3,0,10.8,1617,138,126.49,45,31,3.37,0.78,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,test
58,43.46,183,155,59,1.09,3,1,3,0,5.03,119,72,384.89,42,40,1.14,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test
40,82.74,177,139,74,1.97,5,3,4,1,45.11,639,82,214.51,29,4,3.09,0.78,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
20,54.91,172,168,67,1.13,4,2,3,1,18.98,1825,245,204.63,46,19,1.49,0.98,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
33,92.02,175,143,73,0.72,3,1,4,0,27.28,2405,35,169.75,9,118,1.51,0.82,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
52,82.81,196,123,60,1.87,5,3,3,0,0.82,1843,79,369.4,11,69,4.19,0.63,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,test
44,48.13,189,124,52,0.88,2,1,2,1,27.47,1249,290,165.07,54,82,3.27,0.66,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test
40,82.84,185,139,61,1.69,4,3,3,0,9.23,2095,65,190.18,45,31,2.28,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test
48,68.18,170,159,73,0.75,3,1,3,0,17.64,769,42,369.77,27,10,3.32,0.94,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,test
42,59.63,195,141,52,1.78,5,3,3,0,35.03,2094,206,432.03,9,20,1.2,0.72,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,test
22,81.66,194,150,74,1.6,4,3,2,0,16.05,778,17,356.98,6,32,2.8,0.77,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,test
41,82.03,167,128,59,1.88,5,3,3,0,38.34,1196,153,413.56,61,49,1.22,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
41,44.76,182,165,58,1.19,3,1,2,0,47.56,310,293,466.2,16,79,1.8,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
30,70.22,199,129,61,0.71,2,1,4,0,24.35,2075,256,152.85,59,23,2.41,0.65,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
51,79.87,166,163,59,1.39,3,2,3,0,13.56,1876,36,430.89,43,23,1.97,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
29,60.85,172,120,52,1.3,3,2,3,0,44.46,1657,218,463.5,8,71,4.57,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
43,72.89,177,152,55,1.41,2,1,3,1,39.76,789,93,485.21,49,61,2.89,0.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
24,63.51,174,142,61,1.2,3,1,4,0,9.18,971,231,264.52,42,37,3.62,0.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
51,57.49,166,152,68,1.67,4,3,3,0,16.05,1601,24,431.82,39,113,3.58,0.92,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
39,63.5,176,161,71,1.43,4,2,3,0,17.74,722,239,460.23,18,17,1.2,0.92,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
45,72.67,188,161,64,1.29,4,2,3,0,35.46,1192,31,121.24,21,73,3.81,0.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
45,40.98,195,168,71,1.47,2,1,3,0,25.68,787,136,261.76,42,111,2.12,0.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,test
47,61.26,190,131,61,1.95,4,3,3,0,22.83,1392,7,256.28,7,102,1.51,0.69,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
55,89.23,163,168,51,1.38,3,2,3,1,17.26,384,66,495.97,34,83,2.33,1.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
39,81.8,166,133,58,0.9,2,1,2,0,48.36,2223,144,420.06,36,20,4.29,0.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
35,56.62,183,128,64,1.09,4,2,3,0,47.94,782,3,476.77,45,100,2.18,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,test
53,78.71,198,145,73,1.1,4,2,4,0,46.32,705,96,406.76,51,105,2.52,0.73,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test
53,43.41,171,129,61,1.28,4,2,4,1,32.51,1543,18,380.08,44,114,2.91,0.76,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test
34,54.63,190,132,60,1.13,3,1,3,0,31.75,592,184,326.45,21,106,4.72,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
43,102.17,188,129,52,1.34,4,2,3,0,1.07,1135,278,485.5,33,19,3.66,0.69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,test
48,67.21,160,151,74,0.63,2,1,3,0,26.72,1198,273,273.22,10,112,2.68,0.94,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
28,120.01,187,129,52,1.3,4,2,3,0,45.51,395,43,398.38,13,60,3.03,0.69,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,test
51,59.33,169,151,58,1.24,3,1,2,0,28.73,1062,162,423.85,49,117,3.45,0.89,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
18,82.65,183,150,67,1.83,4,3,3,0,28.29,712,33,322.62,54,61,2.77,0.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,test
18,60.55,191,126,69,1.12,2,1,2,0,15.77,1241,267,371.17,9,113,1.49,0.66,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
44,45.7,176,169,55,1.45,3,2,2,0,26.71,57,294,473.08,27,93,3.72,0.96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,test
53,46.05,175,165,58,1.4,2,1,2,1,12.91,455,196,318.94,42,67,1.9,0.94,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
27,86.51,164,134,68,1.29,4,2,3,0,16.59,1122,185,153.15,31,107,4.63,0.82,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
22,72.9,183,123,59,1.39,3,1,4,0,18.81,1562,1,214.92,46,62,3.99,0.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,test
38,56.26,183,148,59,1.95,5,3,3,0,7.75,1231,183,435.1,7,113,1.78,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
51,74.24,174,150,50,1.26,3,2,3,1,10.25,540,253,297.32,23,9,1.52,0.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test
41,85.44,189,151,65,1.55,5,3,3,0,19.74,1254,48,445.09,9,40,2.4,0.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,test
44,65.43,192,139,68,0.73,2,1,3,0,45.63,2341,130,142.34,19,94,2.32,0.72,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
22,78.99,177,138,66,1.35,4,2,2,0,40.38,1485,-1,178.94,44,91,1.4,0.78,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
51,47.53,198,146,63,1.34,3,2,3,0,21.18,2376,45,213.93,33,112,4.1,0.74,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
45,94.37,164,120,69,1.48,3,2,2,0,14.69,1434,115,427.97,23,80,2.8,0.73,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
18,64.59,187,149,52,1.22,3,2,4,0,23.3,675,38,136.94,56,115,2.17,0.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,test
55,82.59,187,124,74,1.52,5,3,3,0,20.92,919,274,294.59,16,40,3.5,0.66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
52,70.99,165,135,65,1.36,3,1,3,0,40.57,1012,159,223.45,59,80,4.02,0.82,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
20,72.45,162,127,70,1.2,3,2,3,0,16.19,2287,221,361.1,52,12,2.7,0.78,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,test
49,79.11,182,151,64,1.38,2,1,4,0,43.15,1288,184,315.05,47,48,1.22,0.83,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
29,81.66,162,126,54,1.45,2,1,3,1,35.25,1391,26,185.72,21,62,1.39,0.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
45,58.2,168,160,53,0.95,3,1,2,0,8.17,875,237,108.87,22,107,2.53,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
53,47.76,164,149,74,1.06,4,2,4,0,30.17,1687,151,270.34,52,119,3.73,0.91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
56,69.08,195,138,58,0.66,2,1,3,0,31.22,1173,93,105.49,48,87,3.73,0.71,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,test
26,54.18,172,120,58,1.06,4,2,3,0,41.76,386,185,449.8,17,99,2.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,test
25,56.89,170,156,66,1.35,3,2,4,0,46.48,1455,70,424.68,55,12,3.99,0.92,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
51,63.16,168,150,55,1.3,4,2,4,1,20.24,1297,55,498.86,33,50,1.4,0.89,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,test
50,51.05,171,126,52,0.92,2,1,2,0,9.3,2356,196,100.28,6,119,1.69,0.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
18,64.78,187,149,52,1.2,3,2,4,0,23.23,666,43,141.12,56,114,2.2,0.8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,test
26,102.92,199,122,58,1.41,3,2,3,0,43.92,2384,229,499.07,33,27,4.91,0.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
53,57.0,196,153,66,1.76,5,3,3,0,18.84,1650,133,255.03,15,26,2.4,0.78,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,test
38,107.55,162,160,59,0.71,2,1,3,0,21.6,782,68,218.35,43,13,1.86,0.99,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,test
26,57.04,164,143,73,1.4,2,1,2,0,15.41,625,202,224.58,30,115,3.82,0.87,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
47,66.65,160,151,74,0.62,2,1,3,0,26.71,1210,272,271.65,9,112,2.69,0.94,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,test
43,42.12,162,148,59,1.32,3,2,3,0,43.89,2142,17,148.08,10,21,3.2,0.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
